d000.s018.t026	n	record	record%1:04:01::
d000.s019.t002	n	man	man%1:18:00::
d000.s019.t005	v	saved	save%2:41:00::
d000.s019.t007	v	turned	turn%2:38:00::
d000.s019.t009	v	looked	look%2:39:00::
d000.s019.t013	n	truck_driver	truck_driver%1:18:00::
d000.s019.t016	n	face	face%1:08:00::
d000.s019.t020	v	saying	say%2:32:00::
d000.s019.t022	n	word	word%1:10:03::
d000.s020.t004	n	driver	driver%1:18:00::
d000.s020.t005	v	stopped	stop%2:42:00::
d000.s020.t007	v	swearing	swear%2:32:01::
d000.s020.t011	v	turned	turn%2:38:00::
d000.s020.t014	n	heel	heel%1:08:00::
d000.s020.t016	v	went	Unknow
d000.s020.t020	n	truck	truck%1:06:00::
d000.s021.t003	v	given	give%2:31:02::
d000.s021.t005	a	much	much%3:00:00::
d000.s021.t006	n	thought	thought%1:09:00::
d000.s021.t009	n	time	time%1:11:00::
d000.s022.t002	v	recalled	recall%2:31:00::
d000.s022.t008	v	wondered	wonder%2:31:00::
d000.s022.t011	n	truck	Unknow
d000.s022.t012	n	driver	Unknow
d000.s022.t014	v	seen	see%2:39:00::
d000.s022.t018	n	eyes	eye%1:08:00::
d000.s022.t021	v	make	make%2:32:00::
d000.s023.t003	v	been	be%2:42:06::
d000.s023.t005	n	sort	sort%1:07:00::
d000.s023.t007	n	look	look%1:07:01::
d000.s023.t011	v	call	call%2:40:05::
d000.s023.t013	n	bluff	bluff%1:04:00::
d000.s023.t016	v	saying	say%2:32:15::
d000.s023.t018	n	word	word%1:10:03::
d000.s024.t002	n	light	light%1:10:00::
d000.s024.t003	v	went	go%2:30:04::
d000.s024.t005	n	way	way%1:06:00::
d000.s024.t009	v	went_on	go_on%2:38:00::
d000.s024.t013	n	street	street%1:06:01::
d000.s025.t003	n	stranger	stranger%1:18:00::
d000.s025.t004	v	found_out	find_out%2:31:00::
d000.s025.t008	v	was	be%2:42:05::
d000.s025.t011	r	on_the_way	on_the_way%4:02:00::
d000.s025.t016	a	favorite	favorite%5:00:00:loved:00
d000.s025.t017	n	bars	bar%1:06:04::
d000.s025.t021	v	insisted	insist%2:32:03::
d000.s025.t024	v	offering	offer%2:40:00::
d000.s025.t027	v	buy	buy%2:40:00::
d000.s025.t028	n	drinks	drink%1:13:04::
d000.s026.t002	v	went	go%2:38:00::
d000.s026.t005	v	kept_to_himself	keep_to_oneself%2:41:00::
d000.s026.t010	v	sitting	sit%2:35:00::
d000.s026.t013	n	corner	corner%1:06:02::
d000.s026.t015	v	passing	pass%2:42:00::
d000.s026.t017	n	time	time%1:28:05::
d000.s026.t020	v	nursing	nurse%2:37:00::
d000.s026.t022	a	favorite	favorite%5:00:00:loved:00
d000.s026.t023	n	grudges	grudge%1:12:00::
d000.s027.t002	v	decided	decide%2:31:00::
d000.s027.t007	v	mind	mind%2:32:00::
d000.s027.t008	n	company	company%1:26:00::
d000.s027.t010	r	in_return	in_return%4:02:00::
d000.s027.t012	a	free	free%5:00:00:unpaid:00
d000.s027.t013	n	drinks	drink%1:13:04::
d000.s027.t018	v	made	make%2:40:01::
d000.s027.t019	a	good	good%5:00:00:superior:02
d000.s027.t020	n	money	money%1:21:00::
d000.s027.t023	n	job	job%1:04:00::
d000.s028.t001	v	was	be%2:42:03::
d000.s029.t002	v	wondered	wonder%2:32:01::
d000.s029.t005	v	was	be%2:42:03::
d000.s029.t010	v	having	have%2:40:00::
d000.s029.t012	n	screwball	screwball%1:18:00::
d000.s029.t014	n	company	company%1:26:00::
d000.s030.t004	v	take	take%2:40:05::
d000.s030.t006	n	offer	offer%1:10:00::
d000.s030.t011	v	began	begin%2:42:00::
d000.s030.t014	v	feel	feel%2:31:01::
d000.s030.t015	a	uneasy	uneasy%5:00:00:uncomfortable:01
d000.s031.t003	v	got	get%2:30:02::
d000.s031.t005	n	coughing	coughing%1:04:00::
d000.s031.t007	r	under_control	under_control%4:02:02::
d000.s031.t011	v	realized	realize%2:31:01::
d000.s031.t018	v	gave	give%2:40:07::
d000.s031.t020	v	was	be%2:42:06::
d000.s031.t023	n	first_name	first_name%1:10:00::
d000.s031.t027	v	waiting	wait%2:42:00::
d000.s031.t030	n	answer	answer%1:10:00::
d000.s031.t036	v	seem	seem%2:39:00::
d000.s031.t039	v	wink	wink%2:29:00::
d000.s031.t042	v	continued	continue%2:42:01::
d000.s031.t045	v	stare	stare%2:39:00::
d000.s032.t001	v	managed	manage%2:41:09::
d000.s032.t003	a	weak	weak%3:00:02::
d000.s032.t004	n	laugh	laugh%1:10:00::
d000.s033.t007	v	think	think_of%2:31:03::
d000.s034.t000	n	Thanks	thanks%1:10:00::
d000.s035.t001	a	faint	faint%5:00:00:perceptible:00
d000.s035.t002	n	crease	crease%1:25:01::
d000.s035.t003	v	appeared	appear%2:30:00::
d000.s035.t006	n	man	man%1:18:00::
d000.s035.t008	n	eyebrows	eyebrow%1:08:00::
d000.s036.t002	v	think	think%2:31:01::
d000.s036.t007	v	taking	take%2:31:07::
d000.s037.t001	v	meant	mean%2:32:01::
d000.s038.t002	v	has	have%2:42:00::
d000.s038.t004	n	kind	kind%1:09:00::
d000.s038.t006	n	grudge	grudge%1:12:00::
d000.s039.t004	v	hit	hit%2:35:01::
d000.s039.t008	n	truck	truck%1:06:00::
d000.s039.t011	v	was	be%2:42:03::
d000.s040.t001	v	believe	Unknow
d000.s040.t004	v	returning	return%2:40:00::
d000.s040.t005	n	favors	favor%1:04:00::
d000.s041.t002	v	do	do%2:36:01::
d000.s041.t003	n	anything	anything%1:03:00::
d000.s041.t005	n	somebody	somebody%1:03:00::
d000.s041.t008	v	like	like%2:37:04::
d000.s042.t003	v	cost	cost%2:42:01::
d000.s042.t006	n	cent	cent%1:21:00::
d000.s043.t001	v	Go_ahead	go_ahead%2:32:00::
d000.s043.t004	v	try	try%2:41:01::
d000.s044.t001	v	rubbed	rub%2:35:00::
d000.s044.t003	n	forehead	forehead%1:08:00::
d000.s045.t002	v	beginning	begin%2:30:00::
d000.s045.t005	v	feel	feel%2:29:00::
d000.s045.t006	a	woolly	woolly%5:00:00:confused:00
d000.s046.t004	v	be	be%2:42:03::
d000.s046.t008	v	humor	humor%2:32:00::
d000.s046.t010	n	guy	guy%1:18:00::
d000.s046.t013	v	make	make%2:36:12::
d000.s046.t015	n	exit	exit%1:04:00::
d000.s047.t004	v	expect	expect%2:31:00::
d000.s047.t005	n	anything	anything%1:03:00::
d000.s047.t007	v	come	come%2:30:13::
d000.s047.t013	v	were	be%2:42:03::
d000.s047.t015	a	few	few%3:00:00::
d000.s047.t016	n	people	people%1:14:00::
d000.s048.t002	a	right	Unknow
d000.s048.t006	v	conceded	concede%2:32:01::
d000.s048.t015	v	know	know%2:31:01::
d000.s048.t020	v	get_along_with	get_along_with%2:41:00::
d000.s048.t024	n	landlord	landlord%1:18:00::
d000.s049.t001	v	keeps	keep%2:42:07::
d000.s049.t003	v	riding	ride%2:32:00::
d000.s049.t007	v	like	like%2:37:05::
d000.s049.t010	v	listen	listen%2:39:00::
d000.s049.t013	n	radio	radio%1:06:01::
d000.s049.t015	v	sing	sing%2:36:00::
d000.s049.t019	v	taking	take%2:39:00::
d000.s049.t021	n	bath	bath%1:04:00::
d000.s050.t001	v	says	say%2:32:01::
d000.s050.t004	n	neighbors	neighbor%1:18:00::
d000.s050.t005	v	complain	complain%2:32:00::
d000.s050.t011	v	believe	believe%2:31:00::
d000.s051.t004	v	tell	tell%2:32:04::
d000.s051.t009	v	bothers	bother%2:37:00::
d000.s052.t001	n	man	man%1:18:00::
d000.s052.t002	v	closed	close%2:35:00::
d000.s052.t004	n	eyes	eye%1:08:00::
d000.s052.t006	v	nodded	nod%2:32:00::
d000.s053.t002	v	looked	look%2:39:00::
d000.s053.t007	v	seemed	seem%2:39:00::
d000.s053.t009	v	contented	content%2:37:00::
d000.s054.t001	a	Fine	fine%5:00:00:satisfactory:00
d000.s055.t001	v	Give	give%2:40:07::
d000.s055.t004	n	address	address%1:10:02::
d000.s056.t002	v	take	take%2:40:06::
d000.s056.t004	a	little	Unknow
d000.s056.t005	n	time	time%1:28:00::
d000.s057.t001	v	want	want%2:37:00::
d000.s057.t004	v	study	study%2:31:02::
d000.s057.t006	n	landlord	landlord%1:18:00::
d000.s057.t008	n	habits	habit%1:04:02::
d000.s057.t010	n	movements	movement%1:04:00::
d000.s058.t001	v	see	see%2:31:01::
d000.s058.t005	v	make	make%2:30:00::
d000.s058.t007	v	look	look_like%2:42:00::
d000.s058.t010	n	accident	accident%1:11:01::
d000.s059.t001	n	suicide	suicide%1:04:00::
d000.s059.t005	v	looks	look%2:39:01::
d000.s059.t006	a	reasonable	reasonable%3:00:00::
d000.s060.t004	v	's	be%2:42:04::
d000.s060.t006	n	trouble	trouble%1:09:00::
d000.s060.t009	n	customer	customer%1:18:00::
d000.s061.t002	n	eyebrows	eyebrow%1:08:00::
d000.s061.t003	v	flew	fly%2:30:01::
d000.s062.t001	n	Customer	customer%1:18:00::
d000.s063.t001	v	smiled	smile%2:29:00::
d000.s064.t002	v	's	be%2:42:06::
d000.s064.t004	n	line_of_work	line_of_work%1:04:00::
d000.s064.t010	v	said	say%2:32:15::
d000.s065.t001	n	minutes	minute%1:28:00::
d000.s065.t007	v	make	make%2:36:12::
d000.s065.t009	n	break	break%1:04:02::
d000.s065.t012	n	stranger	stranger%1:18:00::
d000.s065.t013	v	stood_up	stand_up%2:38:00::
d000.s065.t016	v	nodded	nod%2:32:01::
d000.s065.t017	n	farewell	farewell%1:10:00::
d000.s066.t001	v	watched	watch%2:41:00::
d000.s066.t003	a	small	small%3:00:00::
d000.s066.t005	a	wiry	wiry%5:00:00:thin:03
d000.s066.t006	n	man	man%1:18:00::
d000.s066.t007	n	slip	slip%1:04:03::
d000.s066.t010	n	door	door%1:06:01::
d000.s066.t016	v	felt	feel%2:37:00::
d000.s066.t017	v	relieved	relieve%2:37:00::
d000.s066.t020	v	see	see%2:39:00::
d000.s066.t024	v	seemed	seem%2:39:00::
d000.s066.t027	v	notice	notice%2:39:00::
d000.s066.t029	n	departure	departure%1:04:00::
d000.s067.t001	v	decided	decide%2:31:00::
d000.s067.t004	v	stay	stay%2:38:00::
d000.s067.t011	n	time	time%1:28:00::
d000.s067.t012	v	passed	pass%2:38:03::
d000.s067.t014	v	seemed	seem%2:39:01::
d000.s067.t018	a	strange	strange%3:00:00::
d000.s067.t019	a	little	little%3:00:01::
d000.s067.t020	n	man	man%1:18:00::
d000.s067.t023	v	been	be%2:42:05::
d000.s067.t029	a	other	other%3:00:00::
d000.s067.t030	n	glass	glass%1:06:00::
d000.s067.t033	n	table	table%1:06:01::
d000.s068.t001	n	time	time%1:11:00::
d000.s068.t003	n	midnight	midnight%1:28:00::
d000.s068.t005	v	returned	return%2:38:00::
d000.s068.t008	n	apartment	apartment%1:06:00::
d000.s068.t010	v	hit_the_sack	hit_the_sack%2:29:00::
d000.s068.t015	v	putting	put%2:35:00::
d000.s068.t017	a	whole	whole%3:00:00::
d000.s068.t018	n	incident	incident%1:11:00::
d000.s068.t021	n	mind	mind%1:09:00::
d000.s068.t024	v	fell_asleep	fall_asleep%2:29:00::
d000.s069.t001	a	next	next%5:00:00:succeeding:00
d000.s069.t002	n	day	day%1:28:00::
d000.s069.t007	n	hangover	hangover%1:26:00::
d000.s069.t008	v	reminded	remind%2:31:00::
d000.s069.t013	v	been	be%2:42:05::
d000.s069.t015	n	night	night%1:28:03::
d000.s070.t001	n	hangover	hangover%1:26:00::
d000.s070.t003	n	turn	Unknow
d000.s070.t004	v	reminded	remind%2:31:00::
d000.s070.t008	n	conversation	conversation%1:10:00::
d000.s070.t011	n	weirdy	weirdy%1:18:00::
d000.s070.t015	v	groaned	groan%2:32:00::
d000.s071.t001	v	went	go%2:38:00::
d000.s071.t004	n	aspirin	aspirin%1:06:00::
d000.s071.t008	n	day	day%1:28:02::
d000.s071.t011	v	passed	pass%2:38:05::
d000.s071.t013	a	surly	surly%5:00:00:ill-natured:00
d000.s071.t014	n	landlord	landlord%1:18:00::
d000.s071.t017	r	on_the_way	on_the_way%4:02:00::
d000.s071.t020	v	was	be%2:42:03::
d000.s071.t022	a	alive	alive%3:00:01::
d000.s071.t026	a	as_usual	as_usual%4:02:00::
d000.s071.t030	n	tenants	tenant%1:18:00::
d000.s071.t031	v	were	be%2:42:03::
d000.s071.t033	n	burden	burden%1:09:01::
d000.s071.t036	n	life	life%1:26:02::
d000.s072.t001	v	shrugged	shrug%2:29:00::
d000.s072.t003	v	ignored	ignore%2:32:02::
d000.s073.t001	v	went	Unknow
d000.s074.t003	n	landlord	landlord%1:18:00::
d000.s074.t004	v	was	be%2:42:03::
d000.s074.t006	a	alive	alive%3:00:01::
d000.s075.t001	r	Of_course	of_course%4:02:00::
d000.s075.t006	v	mailed	mail%2:35:00::
d000.s075.t008	a	monthly	monthly%3:01:00::
d000.s075.t009	n	check	check%1:21:00::
d000.s075.t011	a	separate	separate%5:00:02:divided:00
d000.s075.t012	n	maintenance	maintenance%1:21:01::
d000.s075.t015	n	wife	wife%1:18:00::
d000.s075.t019	v	wished	wish%2:37:00::
d000.s075.t022	n	stranger	stranger%1:18:00::
d000.s075.t024	v	do	do%2:41:04::
d000.s075.t025	n	something	something%1:03:00::
d000.s076.t001	v	Coming	come%2:38:04::
d000.s076.t002	n	home	home%1:15:04::
d000.s076.t004	n	work	work%1:06:01::
d000.s076.t008	v	startled	startle%2:38:00::
d000.s076.t011	v	see	see%2:39:00::
d000.s076.t013	n	police	Unknow
d000.s076.t014	n	car	Unknow
d000.s076.t017	n	front	front%1:15:03::
d000.s076.t020	n	apartment	Unknow
d000.s076.t021	n	building	Unknow
d000.s077.t002	n	lobby	lobby%1:06:00::
d000.s077.t004	n	people	people%1:14:00::
d000.s077.t006	v	standing	stand%2:35:00::
d000.s077.t010	v	talking	talk%2:32:01::
d000.s078.t001	n	spine	spine%1:08:00::
d000.s078.t002	v	crawled	crawl%2:42:01::
d000.s078.t005	a	foreboding	foreboding%5:00:00:prophetic:00
d000.s078.t006	n	premonition	premonition%1:12:00::
d000.s078.t009	v	asked	ask%2:32:00::
d000.s078.t013	n	fellow	fellow%1:18:03::
d000.s078.t014	n	tenants	tenant%1:18:00::
d000.s078.t018	v	happened	happen%2:30:00::
d000.s079.t001	n	landlord	landlord%1:18:00::
d000.s079.t003	v	died	die%2:30:00::
d000.s080.t002	n	afternoon	afternoon%1:28:00::
d000.s080.t005	v	seemed	seem%2:39:01::
d000.s080.t009	v	fallen	fall%2:38:03::
d000.s080.t012	n	roof	roof%1:06:00::
d000.s080.t016	a	obscure	obscure%5:00:00:unclear:00
d000.s080.t017	n	errand	errand%1:04:00::
d000.s080.t019	n	inspection	inspection%1:04:00::
d000.s081.t003	v	been	be%2:42:03::
d000.s082.t000	n	Nobody	nobody%1:18:00::
d000.s082.t001	v	witnessed	witness%2:39:00::
d000.s082.t003	n	fall	fall%1:11:00::
d000.s082.t007	a	sickening	sickening%5:00:00:unwholesome:00
d000.s082.t008	n	impact	impact%1:11:00::
d000.s082.t011	n	body	body%1:08:00::
d000.s082.t012	v	smashed	smash%2:30:00::
d000.s082.t015	n	pavement	pavement%1:06:01::
d000.s082.t019	n	basement	basement%1:06:00::
d000.s082.t020	n	delivery	delivery%1:04:04::
d000.s082.t021	n	entrance	entrance%1:06:00::
d000.s083.t001	v	hoped	hope%2:37:01::
d000.s083.t003	n	nobody	nobody%1:18:00::
d000.s083.t004	v	noticed	notice%2:39:00::
d000.s083.t006	a	sudden	sudden%3:00:00::
d000.s083.t007	n	pallor	pallor%1:07:00::
d000.s083.t011	v	felt	feel%2:39:00::
d000.s083.t013	n	blood	blood%1:08:00::
d000.s083.t014	v	drain	drain%2:30:01::
d000.s083.t017	n	cheeks	cheek%1:08:00::
d000.s084.t001	v	muttered	mutter%2:32:01::
d000.s084.t002	n	something	something%1:03:00::
d000.s084.t005	a	terrible	terrible%5:00:00:bad:00
d000.s084.t007	v	was	be%2:42:03::
d000.s084.t010	v	walked	walk%2:38:00::
d000.s084.t012	a	deliberate	deliberate%5:00:00:intended:00
d000.s084.t013	n	slowness	slowness%1:07:00::
d000.s084.t016	n	elevator	elevator%1:06:00::
d000.s085.t003	n	apartment	apartment%1:06:00::
d000.s085.t006	v	poured	pour%2:38:04::
d000.s085.t008	n	drink	drink%1:13:04::
d000.s085.t010	v	trembling	tremble%2:29:00::
d000.s085.t011	n	hands	hand%1:08:00::
d000.s085.t013	v	flopped	flop%2:38:01::
d000.s085.t017	n	chair	chair%1:06:00::
d000.s086.t002	n	while	while%1:28:00::
d000.s086.t004	v	began	begin%2:30:00::
d000.s086.t007	v	feel	feel%2:37:00::
d000.s086.t016	v	bothered	bother%2:41:00::
d000.s086.t019	v	ask	ask%2:32:02::
d000.s086.t021	n	questions	question%1:10:03::
d000.s088.t005	v	convinced	convince%2:32:00::
d000.s088.t009	v	was	be%2:42:06::
d000.s088.t011	n	accident	accident%1:11:01::
d000.s088.t015	n	coincidence	coincidence%1:11:00::
d000.s089.t001	n	stranger	stranger%1:18:00::
d000.s089.t003	v	had	have%2:40:00::
d000.s089.t004	n	nothing	nothing%1:23:00::
d000.s089.t007	v	do	do%2:41:01::
d000.s089.t012	n	course	Unknow
d000.s090.t001	v	went_to_bed	go_to_bed%2:29:00::
d000.s090.t005	a	happy	happy%5:00:00:contented:00
d000.s090.t010	v	was	be%2:42:03::
d000.s090.t011	a	rid	rid%5:00:00:free:00
d000.s090.t014	a	lousy	lousy%5:00:00:nasty:00
d000.s090.t015	n	landlord	landlord%1:18:00::
d000.s091.t004	n	man	man%1:18:00::
d000.s091.t005	v	had	have%2:40:00::
d000.s091.t007	n	family	family%1:14:02::
d000.s091.t012	v	suffered	suffer%2:37:00::
d000.s091.t016	v	was	be%2:42:03::
d000.s092.t003	v	said	say%2:32:13::
d000.s092.t008	v	kills	kill%2:35:00::
d000.s092.t010	n	man	man%1:18:04::
d000.s092.t014	n	favor	favor%1:04:00::
d000.s093.t002	v	thought	think%2:31:15::
d000.s093.t007	v	mean	mean%2:32:01::
d000.s093.t010	v	said	say%2:32:00::
d000.s094.t001	n	stranger	stranger%1:18:00::
d000.s094.t003	n	eyes	eye%1:08:00::
d000.s094.t004	v	were	be%2:42:03::
d000.s094.t005	a	large	large%3:00:00::
d000.s094.t007	a	sad	sad%3:00:00::
d000.s094.t014	v	hurt	hurt%2:37:00::
d000.s094.t016	n	feelings	feeling%1:03:00::
d000.s095.t001	v	was	be%2:42:06::
d000.s095.t004	a	recurrent	recurrent%5:00:00:continual:00
d000.s095.t006	a	annoying	annoying%5:00:00:disagreeable:00
d000.s095.t007	n	dream	dream%1:09:01::
d000.s095.t012	n	dream	dream%1:09:01::
d000.s095.t014	v	beginning	begin%2:42:00::
d000.s095.t017	v	take	Unknow
d000.s095.t019	n	overtones	overtone%1:10:00::
d000.s095.t022	n	nightmare	nightmare%1:09:00::
d000.s096.t003	v	knew	know%2:31:01::
d000.s096.t006	v	was	be%2:42:06::
d000.s096.t009	n	dream	dream%1:09:01::
d000.s097.t002	v	be	be%2:42:03::
d000.s097.t004	a	tight	tight%5:00:00:intoxicated:00
d000.s097.t008	v	knew	know%2:31:01::
d000.s097.t011	v	was	be%2:42:05::
d000.s098.t001	v	was	be%2:42:06::
d000.s098.t003	a	same	same%3:00:02::
d000.s098.t004	n	bar	bar%1:06:04::
d000.s098.t008	v	was	be%2:42:04::
d000.s098.t010	n	weeks	week%1:28:00::
d000.s098.t014	n	night	night%1:28:00::
d000.s098.t018	v	had	have%2:40:00::
d000.s098.t020	n	excuse	excuse%1:10:00::
d000.s098.t023	v	drink	drink%2:34:01::
d000.s098.t026	a	usual	usual%3:00:00::
d000.s099.t003	v	sitting	sit%2:35:00::
d000.s099.t006	a	usual	usual%3:00:00::
d000.s099.t007	n	corner	corner%1:15:02::
d000.s099.t010	a	little	little%3:00:01::
d000.s099.t011	n	table	table%1:06:01::
d000.s099.t016	r	as_far_as_possible	as_far_as_possible%4:02:01::
d000.s099.t019	a	talkative	talkative%5:00:00:voluble:00
d000.s099.t021	a	friendly	friendly%3:00:01::
d000.s099.t022	n	lushes	lush%1:18:00::
d000.s100.t001	v	was	Unknow
d000.s100.t002	v	enjoying	enjoy%2:37:00::
d000.s100.t004	a	weekly	weekly%3:01:00::
d000.s100.t005	n	ritual	ritual%1:04:00::
d000.s100.t008	v	washing_down	wash_down%2:34:00::
d000.s100.t011	n	pet	pet%1:18:00::
d000.s100.t012	n	grievance	grievance%1:12:00::
d000.s100.t014	n	bourbon	bourbon%1:13:00::
d000.s100.t018	n	water	water%1:27:00::
d000.s101.t001	a	favorite	favorite%5:00:00:loved:00
d000.s101.t002	n	grievance	grievance%1:12:00::
d000.s101.t003	v	was	be%2:42:06::
d000.s101.t006	n	landlord	landlord%1:18:00::
d000.s102.t004	v	forgotten	forget%2:31:01::
d000.s103.t001	n	fact	Unknow
d000.s103.t006	v	mentioned	mention%2:32:02::
d000.s103.t010	n	spur	spur%1:10:00::
d000.s103.t013	n	moment	moment%1:28:00::
d000.s104.t001	a	real	real%5:00:00:true:00
d000.s104.t002	n	grievance	grievance%1:12:00::
d000.s104.t003	v	was	be%2:42:06::
d000.s105.t002	n	end	end%1:26:00::
d000.s105.t005	a	fourth	fourth%5:00:00:ordinal:00
d000.s105.t006	a	hairy	hairy%5:00:00:alarming:00
d000.s105.t013	v	making	make%2:41:00::
d000.s105.t014	a	wet	wet%3:00:01::
d000.s105.t015	n	rings	ring%1:25:00::
d000.s105.t021	n	bottom	bottom%1:15:00::
d000.s105.t024	n	glass	glass%1:06:00::
d000.s105.t027	v	became	become%2:30:00::
d000.s105.t028	a	aware	aware%3:00:00::
d000.s105.t031	v	was	be%2:42:03::
d000.s106.t001	v	looked	look%2:39:00::
d000.s106.t004	a	bloodshot	bloodshot%5:00:00:unhealthy:00
d000.s106.t005	n	eyes	eye%1:08:00::
